pair_id,group_id,set_id,drug,section,severity,expert_label,rule_text,indicator_text,indicator_value,rule_has_numeric,rule_has_comparator,rule_has_unit,indicator_is_numeric,lexical_overlap,rule_has_negation,section_is_interaction,section_is_contraindication,section_is_dosage,severity_is_high,clause_count_scaled,token_count_scaled
PUB-0157,b7209328128c5bb4,0002eded-a283-4590-a78c-b6ff2027e684,unknown,Dosage and Administration,moderate,ExpertA,100 to 300 100 QD 125 QD 150 QD 200 QD 300 QD Post-Hemodialysis Supplemental Dose (mg) Patients on hemodialysis should receive maintenance doses based on estimates of creatinine clearance as indicated in the upper portion of the table and a supplemental post-hemodialysis dose administered after each 4 hours of hemodialysis as indicated in the lower portion of the table.,Diastolic Blood Pressure 77.0 mm[Hg],77.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.31666666666666665
PUB-0158,b7209328128c5bb4,0002eded-a283-4590-a78c-b6ff2027e684,unknown,Dosage and Administration,moderate,ExpertA,100 to 300 100 QD 125 QD 150 QD 200 QD 300 QD Post-Hemodialysis Supplemental Dose (mg) Patients on hemodialysis should receive maintenance doses based on estimates of creatinine clearance as indicated in the upper portion of the table and a supplemental post-hemodialysis dose administered after each 4 hours of hemodialysis as indicated in the lower portion of the table.,Systolic Blood Pressure 115.0 mm[Hg],115.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.31666666666666665
PUB-0159,b7209328128c5bb4,0002eded-a283-4590-a78c-b6ff2027e684,unknown,Dosage and Administration,moderate,ExpertA,100 to 300 100 QD 125 QD 150 QD 200 QD 300 QD Post-Hemodialysis Supplemental Dose (mg) Patients on hemodialysis should receive maintenance doses based on estimates of creatinine clearance as indicated in the upper portion of the table and a supplemental post-hemodialysis dose administered after each 4 hours of hemodialysis as indicated in the lower portion of the table.,Heart rate 85.0 /min,85.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.31666666666666665
PUB-0160,b7209328128c5bb4,0002eded-a283-4590-a78c-b6ff2027e684,unknown,Dosage and Administration,moderate,ExpertA,100 to 300 100 QD 125 QD 150 QD 200 QD 300 QD Post-Hemodialysis Supplemental Dose (mg) Patients on hemodialysis should receive maintenance doses based on estimates of creatinine clearance as indicated in the upper portion of the table and a supplemental post-hemodialysis dose administered after each 4 hours of hemodialysis as indicated in the lower portion of the table.,Respiratory rate 13.0 /min,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.31666666666666665
PUB-0161,0427f67f11e2a1fc,0030ffac-183a-472c-95b8-f93b4195de04,ROPINIROLE,Dosage and Administration,moderate,ExpertA,"Dose Titration Schedule of Ropinirole Tablets for Restless Legs Syndrome Day/Week Dose to be taken once daily 1 to 3 hours before bedtime Days 1 and 2 0.25 mg Days 3 to 7 0.5 mg Week 2 1 mg Week 3 1.5 mg Week 4 2 mg Week 5 2.5 mg Week 6 3 mg Week 7 4 mg When discontinuing ropinirole tablets in patients with RLS, gradual reduction of the daily dose is recommended [see Warnings and Precautions ( 5.8 , 5.9 )].",Hemoglobin A1c/Hemoglobin.total in Blood 4.3 %,4.3,1.0,0.0,1.0,1.0,0.057692307692307696,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.4
PUB-0162,0427f67f11e2a1fc,0030ffac-183a-472c-95b8-f93b4195de04,ROPINIROLE,Dosage and Administration,moderate,ExpertA,"Dose Titration Schedule of Ropinirole Tablets for Restless Legs Syndrome Day/Week Dose to be taken once daily 1 to 3 hours before bedtime Days 1 and 2 0.25 mg Days 3 to 7 0.5 mg Week 2 1 mg Week 3 1.5 mg Week 4 2 mg Week 5 2.5 mg Week 6 3 mg Week 7 4 mg When discontinuing ropinirole tablets in patients with RLS, gradual reduction of the daily dose is recommended [see Warnings and Precautions ( 5.8 , 5.9 )].",Body Height 160.1 cm,160.1,1.0,0.0,1.0,1.0,0.019230769230769232,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.4
PUB-0163,0427f67f11e2a1fc,0030ffac-183a-472c-95b8-f93b4195de04,ROPINIROLE,Dosage and Administration,moderate,ExpertA,"Dose Titration Schedule of Ropinirole Tablets for Restless Legs Syndrome Day/Week Dose to be taken once daily 1 to 3 hours before bedtime Days 1 and 2 0.25 mg Days 3 to 7 0.5 mg Week 2 1 mg Week 3 1.5 mg Week 4 2 mg Week 5 2.5 mg Week 6 3 mg Week 7 4 mg When discontinuing ropinirole tablets in patients with RLS, gradual reduction of the daily dose is recommended [see Warnings and Precautions ( 5.8 , 5.9 )].",Pain severity - 0-10 verbal numeric rating [Score] - Reported 3.0 {score},3.0,1.0,0.0,1.0,1.0,0.03571428571428571,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.4
PUB-0164,0427f67f11e2a1fc,0030ffac-183a-472c-95b8-f93b4195de04,ROPINIROLE,Dosage and Administration,moderate,ExpertA,"Dose Titration Schedule of Ropinirole Tablets for Restless Legs Syndrome Day/Week Dose to be taken once daily 1 to 3 hours before bedtime Days 1 and 2 0.25 mg Days 3 to 7 0.5 mg Week 2 1 mg Week 3 1.5 mg Week 4 2 mg Week 5 2.5 mg Week 6 3 mg Week 7 4 mg When discontinuing ropinirole tablets in patients with RLS, gradual reduction of the daily dose is recommended [see Warnings and Precautions ( 5.8 , 5.9 )].",Body Weight 74.6 kg,74.6,1.0,0.0,1.0,1.0,0.019230769230769232,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.4
PUB-0165,4181167494b1091c,0003458f-352a-46fa-9d99-230daa76ae29,GLIMEPIRIDE,Dosage and Administration,moderate,ExpertA,Uptitration should not occur more frequently than every 1 to 2 weeks.,WBC Auto (Bld) [#/Vol] 7.0 10*3/uL,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.1
PUB-0166,4181167494b1091c,0003458f-352a-46fa-9d99-230daa76ae29,GLIMEPIRIDE,Dosage and Administration,moderate,ExpertA,Uptitration should not occur more frequently than every 1 to 2 weeks.,RBC Auto (Bld) [#/Vol] 4.8 10*6/uL,4.8,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.1
PUB-0167,4181167494b1091c,0003458f-352a-46fa-9d99-230daa76ae29,GLIMEPIRIDE,Dosage and Administration,moderate,ExpertA,Uptitration should not occur more frequently than every 1 to 2 weeks.,MCV [Entitic volume] by Automated count 92.4 fL,92.4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.1
PUB-0168,4181167494b1091c,0003458f-352a-46fa-9d99-230daa76ae29,GLIMEPIRIDE,Dosage and Administration,moderate,ExpertA,Uptitration should not occur more frequently than every 1 to 2 weeks.,MCH [Entitic mass] by Automated count 29.6 pg,29.6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.1
PUB-0169,dea6b71367835b7f,00088ecd-e45d-4080-b124-e66376ad7694,unknown,Dosage and Administration,moderate,ExpertA,The concentration of clindamycin in diluent for infusion should not exceed 18 mg per mL.,QOLS 1.0 {score},1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.125
PUB-0170,dea6b71367835b7f,00088ecd-e45d-4080-b124-e66376ad7694,unknown,Dosage and Administration,moderate,ExpertA,The concentration of clindamycin in diluent for infusion should not exceed 18 mg per mL.,QOLS 1.0 {score},1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.125
PUB-0171,dea6b71367835b7f,00088ecd-e45d-4080-b124-e66376ad7694,unknown,Dosage and Administration,moderate,ExpertA,The concentration of clindamycin in diluent for infusion should not exceed 18 mg per mL.,QOLS 1.0 {score},1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.125
PUB-0172,dea6b71367835b7f,00088ecd-e45d-4080-b124-e66376ad7694,unknown,Dosage and Administration,moderate,ExpertA,The concentration of clindamycin in diluent for infusion should not exceed 18 mg per mL.,QOLS 1.0 {score},1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.125
PUB-0173,c102f3f4d8e0912d,0002eded-a283-4590-a78c-b6ff2027e684,unknown,Dosage and Administration,moderate,ExpertA,Dosage adjustment in patients ≥12 years of age with compromised renal function or undergoing hemodialysis is recommended as follows (see dosing recommendations above for effective doses in each indication).,Body Height 162.8 cm,162.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.23333333333333334
PUB-0174,c102f3f4d8e0912d,0002eded-a283-4590-a78c-b6ff2027e684,unknown,Dosage and Administration,moderate,ExpertA,Dosage adjustment in patients ≥12 years of age with compromised renal function or undergoing hemodialysis is recommended as follows (see dosing recommendations above for effective doses in each indication).,Pain severity - 0-10 verbal numeric rating [Score] - Reported 0.0 {score},0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.23333333333333334
PUB-0175,c102f3f4d8e0912d,0002eded-a283-4590-a78c-b6ff2027e684,unknown,Dosage and Administration,moderate,ExpertA,Dosage adjustment in patients ≥12 years of age with compromised renal function or undergoing hemodialysis is recommended as follows (see dosing recommendations above for effective doses in each indication).,Body Weight 74.6 kg,74.6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.23333333333333334
PUB-0176,c102f3f4d8e0912d,0002eded-a283-4590-a78c-b6ff2027e684,unknown,Dosage and Administration,moderate,ExpertA,Dosage adjustment in patients ≥12 years of age with compromised renal function or undergoing hemodialysis is recommended as follows (see dosing recommendations above for effective doses in each indication).,Body Mass Index 28.2 kg/m2,28.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.23333333333333334
PUB-0177,5680276434fe0501,002875d2-8c30-2d2e-e063-6294a90ae01e,FAMOTIDINE,Dosage and Administration,moderate,ExpertA,"2 DOSAGE AND ADMINISTRATION Indication Recommended Dosage ( 2.1 ) Adult and Pediatric Patients 40 kg and greater Active DU 40 mg once daily; or 20 mg twice daily Active Gastric Ulcer 40 mg once daily GERD 20 mg twice daily Erosive Esophagitis 20 mg twice daily; or 40 mg twice daily Adults Pathological Hypersecretory Conditions 20 mg every 6 hours; adjust to patient needs; maximum 160 mg every 6 hours Risk Reduction of DU Recurrence 20 mg once daily • See full prescribing information for complete dosing information, including dosing in renal impairment, and recommended treatment duration.",Respiratory rate 15.0 /min,15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4666666666666667
PUB-0178,5680276434fe0501,002875d2-8c30-2d2e-e063-6294a90ae01e,FAMOTIDINE,Dosage and Administration,moderate,ExpertA,"2 DOSAGE AND ADMINISTRATION Indication Recommended Dosage ( 2.1 ) Adult and Pediatric Patients 40 kg and greater Active DU 40 mg once daily; or 20 mg twice daily Active Gastric Ulcer 40 mg once daily GERD 20 mg twice daily Erosive Esophagitis 20 mg twice daily; or 40 mg twice daily Adults Pathological Hypersecretory Conditions 20 mg every 6 hours; adjust to patient needs; maximum 160 mg every 6 hours Risk Reduction of DU Recurrence 20 mg once daily • See full prescribing information for complete dosing information, including dosing in renal impairment, and recommended treatment duration.",Body Height 136.5 cm,136.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4666666666666667
PUB-0179,5680276434fe0501,002875d2-8c30-2d2e-e063-6294a90ae01e,FAMOTIDINE,Dosage and Administration,moderate,ExpertA,"2 DOSAGE AND ADMINISTRATION Indication Recommended Dosage ( 2.1 ) Adult and Pediatric Patients 40 kg and greater Active DU 40 mg once daily; or 20 mg twice daily Active Gastric Ulcer 40 mg once daily GERD 20 mg twice daily Erosive Esophagitis 20 mg twice daily; or 40 mg twice daily Adults Pathological Hypersecretory Conditions 20 mg every 6 hours; adjust to patient needs; maximum 160 mg every 6 hours Risk Reduction of DU Recurrence 20 mg once daily • See full prescribing information for complete dosing information, including dosing in renal impairment, and recommended treatment duration.",Pain severity - 0-10 verbal numeric rating [Score] - Reported 3.0 {score},3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4666666666666667
PUB-0180,5680276434fe0501,002875d2-8c30-2d2e-e063-6294a90ae01e,FAMOTIDINE,Dosage and Administration,moderate,ExpertA,"2 DOSAGE AND ADMINISTRATION Indication Recommended Dosage ( 2.1 ) Adult and Pediatric Patients 40 kg and greater Active DU 40 mg once daily; or 20 mg twice daily Active Gastric Ulcer 40 mg once daily GERD 20 mg twice daily Erosive Esophagitis 20 mg twice daily; or 40 mg twice daily Adults Pathological Hypersecretory Conditions 20 mg every 6 hours; adjust to patient needs; maximum 160 mg every 6 hours Risk Reduction of DU Recurrence 20 mg once daily • See full prescribing information for complete dosing information, including dosing in renal impairment, and recommended treatment duration.",Body Weight 33.0 kg,33.0,1.0,1.0,1.0,1.0,0.016666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.4666666666666667
PUB-0181,6a7c4fe9c279f9da,0004a0bb-87c0-46f8-b36a-95c98107395d,VARENICLINE,Dosage and Administration,moderate,ExpertA,"Continue treatment for an additional 12 weeks, for a total of 24 weeks.",Carbon Dioxide 21.0 mmol/L,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.09166666666666666
PUB-0182,6a7c4fe9c279f9da,0004a0bb-87c0-46f8-b36a-95c98107395d,VARENICLINE,Dosage and Administration,moderate,ExpertA,"Continue treatment for an additional 12 weeks, for a total of 24 weeks.",Glomerular filtration rate/1.73 sq M.predicted 87.3 mL/min,87.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.09166666666666666
PUB-0183,6a7c4fe9c279f9da,0004a0bb-87c0-46f8-b36a-95c98107395d,VARENICLINE,Dosage and Administration,moderate,ExpertA,"Continue treatment for an additional 12 weeks, for a total of 24 weeks.",Protein [Mass/volume] in Serum or Plasma 72.0 g/dL,72.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.09166666666666666
PUB-0184,6a7c4fe9c279f9da,0004a0bb-87c0-46f8-b36a-95c98107395d,VARENICLINE,Dosage and Administration,moderate,ExpertA,"Continue treatment for an additional 12 weeks, for a total of 24 weeks.",Albumin [Mass/volume] in Serum or Plasma 4.9 g/dL,4.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.09166666666666666
PUB-0185,1bc82ab5b84a560d,00179766-980b-44b0-99d3-1fee2bb27e37,SERTRALINE HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,Therapy with Sertraline hydrochloride may be resumed 24 hours after the last dose of linezolid or intravenous methylene blue (see WARNINGS ).,Respiratory rate 13.0 /min,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.175
PUB-0186,1bc82ab5b84a560d,00179766-980b-44b0-99d3-1fee2bb27e37,SERTRALINE HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,Therapy with Sertraline hydrochloride may be resumed 24 hours after the last dose of linezolid or intravenous methylene blue (see WARNINGS ).,Polyp size greatest dimension by CAP cancer protocols 4.9 mm,4.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.175
PUB-0187,1bc82ab5b84a560d,00179766-980b-44b0-99d3-1fee2bb27e37,SERTRALINE HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,Therapy with Sertraline hydrochloride may be resumed 24 hours after the last dose of linezolid or intravenous methylene blue (see WARNINGS ).,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method 16.4 ng/mL,16.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.175
PUB-0188,1bc82ab5b84a560d,00179766-980b-44b0-99d3-1fee2bb27e37,SERTRALINE HYDROCHLORIDE,Dosage and Administration,moderate,ExpertA,Therapy with Sertraline hydrochloride may be resumed 24 hours after the last dose of linezolid or intravenous methylene blue (see WARNINGS ).,Body Height 172.5 cm,172.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.175
PUB-0189,6a53ce363f35ef6a,002dd00f-7946-ea4f-e063-6294a90a5916,OLANZAPINE,Dosage and Administration,moderate,ExpertA,"Efficacy in adolescents with schizophrenia was demonstrated based on a flexible dose range of 2.5 mg/day to 20 mg/day in clinical trials, with a mean modal dose of 12.5 mg/day (mean dose of 11.1 mg/day).",Systolic Blood Pressure 108.0 mm[Hg],108.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.225
PUB-0190,6a53ce363f35ef6a,002dd00f-7946-ea4f-e063-6294a90a5916,OLANZAPINE,Dosage and Administration,moderate,ExpertA,"Efficacy in adolescents with schizophrenia was demonstrated based on a flexible dose range of 2.5 mg/day to 20 mg/day in clinical trials, with a mean modal dose of 12.5 mg/day (mean dose of 11.1 mg/day).",Diastolic Blood Pressure 80.0 mm[Hg],80.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.225
PUB-0191,6a53ce363f35ef6a,002dd00f-7946-ea4f-e063-6294a90a5916,OLANZAPINE,Dosage and Administration,moderate,ExpertA,"Efficacy in adolescents with schizophrenia was demonstrated based on a flexible dose range of 2.5 mg/day to 20 mg/day in clinical trials, with a mean modal dose of 12.5 mg/day (mean dose of 11.1 mg/day).",Systolic Blood Pressure 112.0 mm[Hg],112.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.225
PUB-0192,6a53ce363f35ef6a,002dd00f-7946-ea4f-e063-6294a90a5916,OLANZAPINE,Dosage and Administration,moderate,ExpertA,"Efficacy in adolescents with schizophrenia was demonstrated based on a flexible dose range of 2.5 mg/day to 20 mg/day in clinical trials, with a mean modal dose of 12.5 mg/day (mean dose of 11.1 mg/day).",Diastolic Blood Pressure 79.0 mm[Hg],79.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.225
PUB-0193,bb6361ef5bf1f531,0031ae52-111e-4f6d-9a1c-3e85ea233418,unknown,Dosage and Administration,moderate,ExpertA,Increasing the dosage beyond 100 mg a day is unlikely to produce any further benefit.,Protein [Mass/volume] in Serum or Plasma 78.2 g/dL,78.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.125
PUB-0194,bb6361ef5bf1f531,0031ae52-111e-4f6d-9a1c-3e85ea233418,unknown,Dosage and Administration,moderate,ExpertA,Increasing the dosage beyond 100 mg a day is unlikely to produce any further benefit.,Albumin [Mass/volume] in Serum or Plasma 3.5 g/dL,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.125
PUB-0195,bb6361ef5bf1f531,0031ae52-111e-4f6d-9a1c-3e85ea233418,unknown,Dosage and Administration,moderate,ExpertA,Increasing the dosage beyond 100 mg a day is unlikely to produce any further benefit.,Globulin [Mass/volume] in Serum by calculation 2.4 g/L,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.125
PUB-0196,bb6361ef5bf1f531,0031ae52-111e-4f6d-9a1c-3e85ea233418,unknown,Dosage and Administration,moderate,ExpertA,Increasing the dosage beyond 100 mg a day is unlikely to produce any further benefit.,Bilirubin.total [Mass/volume] in Serum or Plasma 1.2 mg/dL,1.2,1.0,0.0,1.0,1.0,0.038461538461538464,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.125
PUB-0197,0e9812c8198731aa,0003458f-352a-46fa-9d99-230daa76ae29,GLIMEPIRIDE,Dosage and Administration,moderate,ExpertA,Maximum recommended dose is 8 mg once daily ( 2.1 ).,Diastolic Blood Pressure 81.0 mm[Hg],81.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.08333333333333333
PUB-0198,0e9812c8198731aa,0003458f-352a-46fa-9d99-230daa76ae29,GLIMEPIRIDE,Dosage and Administration,moderate,ExpertA,Maximum recommended dose is 8 mg once daily ( 2.1 ).,Systolic Blood Pressure 106.0 mm[Hg],106.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.08333333333333333
PUB-0199,0e9812c8198731aa,0003458f-352a-46fa-9d99-230daa76ae29,GLIMEPIRIDE,Dosage and Administration,moderate,ExpertA,Maximum recommended dose is 8 mg once daily ( 2.1 ).,Heart rate 78.0 /min,78.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.08333333333333333
PUB-0200,0e9812c8198731aa,0003458f-352a-46fa-9d99-230daa76ae29,GLIMEPIRIDE,Dosage and Administration,moderate,ExpertA,Maximum recommended dose is 8 mg once daily ( 2.1 ).,Respiratory rate 12.0 /min,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.08333333333333333
PUB-0201,dbbe127cc45d0ba3,00038c95-b2c8-4245-b671-6af177b3a00e,unknown,Dosage and Administration,moderate,ExpertA,"In patients with severe renal impairment (CLCR < 30 mL/min), the dose of clarithromycin should be reduced by 50%.",Body Mass Index 30.3 kg/m2,30.3,1.0,0.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.15833333333333333
PUB-0202,dbbe127cc45d0ba3,00038c95-b2c8-4245-b671-6af177b3a00e,unknown,Dosage and Administration,moderate,ExpertA,"In patients with severe renal impairment (CLCR < 30 mL/min), the dose of clarithromycin should be reduced by 50%.",Diastolic Blood Pressure 80.0 mm[Hg],80.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.15833333333333333
PUB-0203,dbbe127cc45d0ba3,00038c95-b2c8-4245-b671-6af177b3a00e,unknown,Dosage and Administration,moderate,ExpertA,"In patients with severe renal impairment (CLCR < 30 mL/min), the dose of clarithromycin should be reduced by 50%.",Systolic Blood Pressure 112.0 mm[Hg],112.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.15833333333333333
PUB-0204,dbbe127cc45d0ba3,00038c95-b2c8-4245-b671-6af177b3a00e,unknown,Dosage and Administration,moderate,ExpertA,"In patients with severe renal impairment (CLCR < 30 mL/min), the dose of clarithromycin should be reduced by 50%.",Heart rate 76.0 /min,76.0,1.0,0.0,1.0,1.0,0.043478260869565216,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.15833333333333333
PUB-0205,00081913e597aa95,002ede85-8d0b-42c2-8567-cc174936aa0f,unknown,Dosage and Administration,moderate,ExpertA,It is generally considered that no more than 400 mg of phenobarbital should be administered during a 24-hour period.,Hemoglobin [Mass/volume] in Blood 12.8 g/dL,12.8,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.16666666666666666
PUB-0206,00081913e597aa95,002ede85-8d0b-42c2-8567-cc174936aa0f,unknown,Dosage and Administration,moderate,ExpertA,It is generally considered that no more than 400 mg of phenobarbital should be administered during a 24-hour period.,Hematocrit [Volume Fraction] of Blood by Automated count 36.1 %,36.1,1.0,0.0,1.0,1.0,0.034482758620689655,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.16666666666666666
PUB-0207,00081913e597aa95,002ede85-8d0b-42c2-8567-cc174936aa0f,unknown,Dosage and Administration,moderate,ExpertA,It is generally considered that no more than 400 mg of phenobarbital should be administered during a 24-hour period.,MCV [Entitic volume] by Automated count 93.3 fL,93.3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.16666666666666666
PUB-0208,00081913e597aa95,002ede85-8d0b-42c2-8567-cc174936aa0f,unknown,Dosage and Administration,moderate,ExpertA,It is generally considered that no more than 400 mg of phenobarbital should be administered during a 24-hour period.,MCH [Entitic mass] by Automated count 27.4 pg,27.4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.16666666666666666
PUB-0209,82fde23caaec3834,0005e2a8-3ab9-4173-a46f-9c53881379e2,unknown,Dosage and Administration,moderate,ExpertA,Initiate aspirin (75–325 mg once daily) and continue in combination with Plavix [see Clinical Studies (14.1) ] .,Heart rate 86.0 /min,86.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.15
PUB-0210,82fde23caaec3834,0005e2a8-3ab9-4173-a46f-9c53881379e2,unknown,Dosage and Administration,moderate,ExpertA,Initiate aspirin (75–325 mg once daily) and continue in combination with Plavix [see Clinical Studies (14.1) ] .,Respiratory rate 12.0 /min,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.15
PUB-0211,82fde23caaec3834,0005e2a8-3ab9-4173-a46f-9c53881379e2,unknown,Dosage and Administration,moderate,ExpertA,Initiate aspirin (75–325 mg once daily) and continue in combination with Plavix [see Clinical Studies (14.1) ] .,Leukocytes [#/volume] in Blood by Automated count 9.5 10*3/uL,9.5,1.0,0.0,1.0,1.0,0.034482758620689655,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.15
PUB-0212,82fde23caaec3834,0005e2a8-3ab9-4173-a46f-9c53881379e2,unknown,Dosage and Administration,moderate,ExpertA,Initiate aspirin (75–325 mg once daily) and continue in combination with Plavix [see Clinical Studies (14.1) ] .,Erythrocytes [#/volume] in Blood by Automated count 5.1 10*6/uL,5.1,1.0,0.0,1.0,1.0,0.07142857142857142,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.15
PUB-0213,6153c654f7568276,0027b8a3-73bf-4005-a7e3-b035f451a861,unknown,Dosage and Administration,moderate,ExpertA,Therapy should begin at the lowest dose possible (0.5 mg per day).,Urea Nitrogen 7.3 mg/dL,7.3,1.0,0.0,1.0,1.0,0.05555555555555555,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.10833333333333334
PUB-0214,6153c654f7568276,0027b8a3-73bf-4005-a7e3-b035f451a861,unknown,Dosage and Administration,moderate,ExpertA,Therapy should begin at the lowest dose possible (0.5 mg per day).,Respiratory rate 14.0 /min,14.0,1.0,0.0,1.0,1.0,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.10833333333333334
PUB-0215,6153c654f7568276,0027b8a3-73bf-4005-a7e3-b035f451a861,unknown,Dosage and Administration,moderate,ExpertA,Therapy should begin at the lowest dose possible (0.5 mg per day).,Creatinine 0.8 mg/dL,0.8,1.0,0.0,1.0,1.0,0.125,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.10833333333333334
PUB-0216,6153c654f7568276,0027b8a3-73bf-4005-a7e3-b035f451a861,unknown,Dosage and Administration,moderate,ExpertA,Therapy should begin at the lowest dose possible (0.5 mg per day).,Calcium 9.1 mg/dL,9.1,1.0,0.0,1.0,1.0,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.10833333333333334
